"19,447",102,DALLAM,n,169797187227,169889187182
"19,448",98,CORBIT,n,170552187294,170510187205
"19,450",140,DALLAM,n,169678187297,169797187227
"19,454",61,TERRY,n,170552187294,170496187315
"19,455",95,DALLAM,n,169586187319,169678187297
"19,457",45,TERRY,n,170496187315,170452187324
"19,458",151,ROSE,n,170732187330,170739187182
"19,459",279,DALLAM,n,169448187152,169586187319
"19,460",169,TANGLEWOOD,n,169889187182,169963187334
"19,461",226,PROSPECT,n,171014187301,171238187335
"19,462",105,WILBUR,n,171238187335,171253187230
"19,464",80,CORBIT,n,170589187365,170552187294
"19,465",91,KERSHAW,n,171433187281,171407187368
"19,467",66,KENNARD,n,170496187315,170506187381
"19,469",60,MARGARET,n,171666187336,171699187388
"19,474",259,VASSAR,n,169271187147,169294187401
"19,475",106,TUFTS,n,169294187401,169395187384
"19,481",107,WILBUR,n,171217187438,171238187335
"19,482",183,NORTH,n,171037187412,171217187438
"19,483",105,TUFTS,n,169395187384,169467187450
"19,486",103,MARGARET,n,171699187388,171750187477
"19,489",109,VASSAR,n,169294187401,169234187492
"19,493",48,LAWSON,n,171641187473,171680187501
"19,494",49,VASSAR,n,169234187492,169192187516
"19,497",52,VASSAR,n,169192187516,169145187539
"19,508",284,WHITE CLAY,n,171072187612,171345187551
"19,513",175,OLD CASHO MILL,n,169192187516,169241187685
"19,517",112,GRAYS,n,170459187738,170361187685
"19,523",60,CURTIS,n,171497187796,171484187737
"19,713",291,TIMBER CREEK,n,169155187439,169209187221
"19,809",284,RAY,y,171014187319,170732187330
"19,810",136,RAY,y,170732187330,170603187334
"19,811",85,RADCLIFFE,y,169732187447,169704187367
"31,826",325,THORN,n,169391185984,169643186130
"33,424",31,RENEE,n,170302187746,170276187729
"37,454",54,SLUICE,n,169335186356,169282186345
"37,455",49,SAW MILL,n,169335186356,169339186307
"37,456",49,SAW MILL,n,169329186405,169335186356
"37,469",189,FARMER,n,171948186971,171982186787
"39,370",115,EMILY BELL,n,170525187563,170420187516
"39,821",62,RADCLIFFE,n,169607186793,169584186849
"39,822",117,RADCLIFFE,n,169584186849,169601186964
"39,823",93,RADCLIFFE,n,169601186964,169616187056
"39,824",83,RADCLIFFE,n,169616187056,169629187138
